store_id,product_id,date,unit
60,29,2016-02-29,1
60,49,2016-02-29,2
60,18,2016-02-29,1
60,57,2016-02-29,1
60,116,2016-02-29,1
60,161,2016-02-29,1
60,34,2016-02-29,1
60,136,2016-02-29,1
60,268,2016-02-29,1
60,262,2016-02-29,1
60,321,2016-02-29,2
60,182,2016-02-29,1
60,2,2016-02-29,2
75,101,2016-02-29,1
75,28,2016-02-29,1
75,199,2016-02-29,1
75,72,2016-02-29,1
75,49,2016-02-29,1
75,165,2016-02-29,1
75,30,2016-02-29,1
75,236,2016-02-29,1
75,320,2016-02-29,1
75,34,2016-02-29,1
75,106,2016-02-29,2
75,136,2016-02-29,1
75,123,2016-02-29,1
75,122,2016-02-29,1
75,39,2016-02-29,1
90,4,2016-02-29,1
90,45,2016-02-29,1
90,17,2016-02-29,2
90,294,2016-02-29,1
90,18,2016-02-29,1
90,64,2016-02-29,1
90,174,2016-02-29,1
90,95,2016-02-29,1
90,7,2016-02-29,1
90,236,2016-02-29,1
90,175,2016-02-29,1
90,280,2016-02-29,1
90,34,2016-02-29,1
90,123,2016-02-29,1
90,2,2016-02-29,2
15,4,2016-03-01,1
15,45,2016-03-01,1
15,15,2016-03-01,1
15,21,2016-03-01,2
15,29,2016-03-01,1
15,49,2016-03-01,2
15,217,2016-03-01,1
15,56,2016-03-01,1
15,279,2016-03-01,2
15,250,2016-03-01,1
15,86,2016-03-01,1
15,132,2016-03-01,1
15,121,2016-03-01,1
15,214,2016-03-01,2
15,70,2016-03-01,1
15,155,2016-03-01,2
15,2,2016-03-01,1
15,108,2016-03-01,1
15,284,2016-03-01,2
15,186,2016-03-01,1
30,176,2016-03-01,1
30,4,2016-03-01,5
30,15,2016-03-01,1
30,317,2016-03-01,1
30,198,2016-03-01,1
30,305,2016-03-01,1
30,113,2016-03-01,3
30,50,2016-03-01,1
30,211,2016-03-01,2
30,199,2016-03-01,1
30,304,2016-03-01,1
30,194,2016-03-01,2
30,174,2016-03-01,2
30,24,2016-03-01,1
30,80,2016-03-01,1
30,279,2016-03-01,2
30,255,2016-03-01,1
30,214,2016-03-01,1
30,268,2016-03-01,1
30,123,2016-03-01,2
30,79,2016-03-01,1
30,272,2016-03-01,1
30,234,2016-03-01,1
30,20,2016-03-01,1
30,109,2016-03-01,1
30,301,2016-03-01,1
30,2,2016-03-01,9
30,63,2016-03-01,1
30,181,2016-03-01,1
30,168,2016-03-01,1
30,183,2016-03-01,1
30,191,2016-03-01,1
30,35,2016-03-01,1
45,148,2016-03-01,3
45,87,2016-03-01,1
45,45,2016-03-01,2
45,246,2016-03-01,1
45,29,2016-03-01,7
45,41,2016-03-01,2
45,91,2016-03-01,1
45,37,2016-03-01,1
45,24,2016-03-01,2
45,104,2016-03-01,1
45,56,2016-03-01,2
45,279,2016-03-01,1
45,132,2016-03-01,1
45,235,2016-03-01,1
45,283,2016-03-01,1
45,123,2016-03-01,3
45,54,2016-03-01,1
45,234,2016-03-01,1
45,155,2016-03-01,1
45,109,2016-03-01,1
45,2,2016-03-01,5
45,241,2016-03-01,1
45,145,2016-03-01,1
60,26,2016-03-01,1
60,319,2016-03-01,1
60,4,2016-03-01,1
60,19,2016-03-01,1
60,55,2016-03-01,1
60,72,2016-03-01,2
60,150,2016-03-01,1
60,71,2016-03-01,1
60,17,2016-03-01,1
60,194,2016-03-01,1
60,104,2016-03-01,1
60,75,2016-03-01,1
60,116,2016-03-01,1
60,5,2016-03-01,1
60,243,2016-03-01,1
60,267,2016-03-01,1
60,70,2016-03-01,1
60,262,2016-03-01,2
60,234,2016-03-01,2
60,2,2016-03-01,2
60,181,2016-03-01,1
60,164,2016-03-01,1
60,284,2016-03-01,1
60,35,2016-03-01,1
75,252,2016-03-01,1
75,4,2016-03-01,1
75,299,2016-03-01,1
75,66,2016-03-01,1
75,29,2016-03-01,4
75,71,2016-03-01,1
75,49,2016-03-01,1
75,194,2016-03-01,2
75,120,2016-03-01,1
75,24,2016-03-01,2
75,104,2016-03-01,1
75,163,2016-03-01,1
75,115,2016-03-01,1
75,175,2016-03-01,1
75,99,2016-03-01,-1
75,222,2016-03-01,1
75,70,2016-03-01,1
75,123,2016-03-01,1
75,262,2016-03-01,2
75,234,2016-03-01,2
75,226,2016-03-01,1
75,20,2016-03-01,1
75,228,2016-03-01,1
75,2,2016-03-01,2
75,316,2016-03-01,1
75,183,2016-03-01,1
75,311,2016-03-01,1
90,43,2016-03-01,1
90,4,2016-03-01,3
90,198,2016-03-01,1
90,287,2016-03-01,1
90,112,2016-03-01,1
90,97,2016-03-01,1
90,294,2016-03-01,1
90,18,2016-03-01,1
90,277,2016-03-01,1
90,24,2016-03-01,1
90,165,2016-03-01,1
90,279,2016-03-01,1
90,175,2016-03-01,1
90,86,2016-03-01,1
90,136,2016-03-01,1
90,272,2016-03-01,1
90,155,2016-03-01,1
90,2,2016-03-01,2
90,164,2016-03-01,1
90,177,2016-03-01,1
60,319,2016-03-01,1
15,275,2016-03-02,1
15,29,2016-03-02,1
15,261,2016-03-02,1
15,173,2016-03-02,1
15,62,2016-03-02,1
15,165,2016-03-02,1
15,95,2016-03-02,2
15,279,2016-03-02,1
15,123,2016-03-02,2
15,155,2016-03-02,1
15,2,2016-03-02,1
15,1,2016-03-02,1
15,53,2016-03-02,1
15,311,2016-03-02,2
30,4,2016-03-02,1
30,231,2016-03-02,1
30,66,2016-03-02,2
30,198,2016-03-02,1
30,21,2016-03-02,4
30,103,2016-03-02,1
30,194,2016-03-02,1
30,256,2016-03-02,1
30,104,2016-03-02,1
30,57,2016-03-02,1
30,163,2016-03-02,3
30,279,2016-03-02,1
30,214,2016-03-02,1
30,234,2016-03-02,1
30,228,2016-03-02,1
30,92,2016-03-02,1
30,177,2016-03-02,1
30,284,2016-03-02,2
45,4,2016-03-02,0
45,66,2016-03-02,1
45,198,2016-03-02,1
45,246,2016-03-02,1
45,211,2016-03-02,1
45,29,2016-03-02,2
45,60,2016-03-02,1
45,120,2016-03-02,1
45,24,2016-03-02,1
45,7,2016-03-02,1
45,56,2016-03-02,2
45,86,2016-03-02,1
45,141,2016-03-02,1
45,315,2016-03-02,1
45,267,2016-03-02,1
45,123,2016-03-02,2
45,262,2016-03-02,2
45,272,2016-03-02,1
45,2,2016-03-02,3
45,1,2016-03-02,1
45,39,2016-03-02,2
60,4,2016-03-02,1
60,275,2016-03-02,1
60,71,2016-03-02,1
60,143,2016-03-02,1
60,90,2016-03-02,1
60,18,2016-03-02,1
60,180,2016-03-02,1
60,120,2016-03-02,2
60,235,2016-03-02,1
60,82,2016-03-02,1
60,79,2016-03-02,1
60,2,2016-03-02,5
60,35,2016-03-02,1
75,29,2016-03-02,2
75,194,2016-03-02,1
75,120,2016-03-02,1
75,24,2016-03-02,1
75,104,2016-03-02,-1
75,201,2016-03-02,2
75,34,2016-03-02,1
75,70,2016-03-02,2
75,123,2016-03-02,2
75,262,2016-03-02,2
75,105,2016-03-02,1
75,234,2016-03-02,1
75,20,2016-03-02,1
75,111,2016-03-02,1
75,301,2016-03-02,1
75,2,2016-03-02,4
75,241,2016-03-02,2
75,254,2016-03-02,1
75,284,2016-03-02,1
75,145,2016-03-02,1
75,39,2016-03-02,1
90,4,2016-03-02,2
90,103,2016-03-02,1
90,112,2016-03-02,-1
90,265,2016-03-02,1
90,95,2016-03-02,1
90,163,2016-03-02,1
90,132,2016-03-02,1
90,34,2016-03-02,1
90,268,2016-03-02,1
90,226,2016-03-02,1
90,2,2016-03-02,3
90,63,2016-03-02,1
90,154,2016-03-02,1
90,241,2016-03-02,1
90,95,2016-03-02,1
90,268,2016-03-02,1
15,77,2016-03-03,1
15,42,2016-03-03,1
15,102,2016-03-03,1
15,256,2016-03-03,1
15,56,2016-03-03,1
15,86,2016-03-03,2
15,11,2016-03-03,1
15,248,2016-03-03,1
15,121,2016-03-03,36
15,183,2016-03-03,1
15,284,2016-03-03,1
30,26,2016-03-03,1
30,4,2016-03-03,1
30,45,2016-03-03,1
30,192,2016-03-03,1
30,299,2016-03-03,1
30,113,2016-03-03,3
30,27,2016-03-03,2
30,139,2016-03-03,1
30,60,2016-03-03,1
30,104,2016-03-03,0
30,279,2016-03-03,1
30,320,2016-03-03,1
30,132,2016-03-03,1
30,117,2016-03-03,1
30,2,2016-03-03,2
30,302,2016-03-03,1
45,276,2016-03-03,-1
45,19,2016-03-03,1
45,15,2016-03-03,1
45,66,2016-03-03,2
45,29,2016-03-03,1
45,261,2016-03-03,1
45,147,2016-03-03,-1
45,132,2016-03-03,1
45,70,2016-03-03,1
45,272,2016-03-03,0
45,12,2016-03-03,1
45,109,2016-03-03,1
45,2,2016-03-03,1
45,1,2016-03-03,1
45,177,2016-03-03,1
60,87,2016-03-03,1
60,4,2016-03-03,2
60,231,2016-03-03,1
60,41,2016-03-03,1
60,143,2016-03-03,1
60,65,2016-03-03,1
60,62,2016-03-03,1
60,24,2016-03-03,1
60,208,2016-03-03,1
60,118,2016-03-03,1
60,82,2016-03-03,1
60,267,2016-03-03,0
60,262,2016-03-03,1
60,234,2016-03-03,3
60,154,2016-03-03,1
75,21,2016-03-03,4
75,103,2016-03-03,1
75,173,2016-03-03,1
75,62,2016-03-03,1
75,194,2016-03-03,1
75,227,2016-03-03,1
75,163,2016-03-03,1
75,99,2016-03-03,1
75,215,2016-03-03,2
75,298,2016-03-03,2
75,123,2016-03-03,1
75,262,2016-03-03,2
75,234,2016-03-03,1
75,153,2016-03-03,1
75,302,2016-03-03,1
75,1,2016-03-03,1
75,183,2016-03-03,1
90,46,2016-03-03,1
90,4,2016-03-03,2
90,66,2016-03-03,1
90,234,2016-03-03,1
90,183,2016-03-03,2
15,55,2016-03-04,1
15,103,2016-03-04,1
15,76,2016-03-04,6
15,261,2016-03-04,1
15,217,2016-03-04,1
15,173,2016-03-04,1
15,62,2016-03-04,1
15,212,2016-03-04,6
15,106,2016-03-04,1
15,226,2016-03-04,1
15,20,2016-03-04,1
30,297,2016-03-04,-3
30,162,2016-03-04,2
30,288,2016-03-04,1
30,42,2016-03-04,1
30,48,2016-03-04,1
30,246,2016-03-04,3
30,72,2016-03-04,1
30,310,2016-03-04,1
30,194,2016-03-04,1
30,24,2016-03-04,1
30,10,2016-03-04,1
30,106,2016-03-04,1
30,267,2016-03-04,1
30,117,2016-03-04,4
30,20,2016-03-04,1
30,12,2016-03-04,2
30,182,2016-03-04,1
30,111,2016-03-04,3
30,2,2016-03-04,1
30,39,2016-03-04,1
45,26,2016-03-04,1
45,4,2016-03-04,1
45,231,2016-03-04,1
45,195,2016-03-04,1
45,62,2016-03-04,-1
45,172,2016-03-04,1
45,227,2016-03-04,2
45,24,2016-03-04,1
45,56,2016-03-04,1
45,161,2016-03-04,1
45,178,2016-03-04,1
45,34,2016-03-04,1
45,222,2016-03-04,1
45,254,2016-03-04,2
45,167,2016-03-04,1
60,304,2016-03-04,1
60,143,2016-03-04,1
60,65,2016-03-04,2
60,194,2016-03-04,1
60,320,2016-03-04,1
60,161,2016-03-04,1
60,242,2016-03-04,1
60,321,2016-03-04,1
60,234,2016-03-04,1
60,12,2016-03-04,1
60,94,2016-03-04,1
60,183,2016-03-04,1
75,276,2016-03-04,1
75,55,2016-03-04,1
75,211,2016-03-04,1
75,49,2016-03-04,1
75,310,2016-03-04,1
75,194,2016-03-04,1
75,24,2016-03-04,1
75,208,2016-03-04,1
75,163,2016-03-04,1
75,320,2016-03-04,1
75,215,2016-03-04,2
75,225,2016-03-04,1
75,88,2016-03-04,-1
75,70,2016-03-04,1
75,123,2016-03-04,1
75,226,2016-03-04,1
75,182,2016-03-04,1
75,2,2016-03-04,1
75,189,2016-03-04,1
75,164,2016-03-04,1
90,4,2016-03-04,1
90,89,2016-03-04,1
90,18,2016-03-04,1
90,106,2016-03-04,1
90,88,2016-03-04,0
90,262,2016-03-04,1
90,311,2016-03-04,2
30,20,2016-03-04,1
15,192,2016-03-05,1
15,50,2016-03-05,1
15,166,2016-03-05,1
15,271,2016-03-05,1
15,210,2016-03-05,-1
15,5,2016-03-05,1
15,248,2016-03-05,-1
15,283,2016-03-05,1
15,167,2016-03-05,1
30,232,2016-03-05,1
30,252,2016-03-05,1
30,45,2016-03-05,1
30,276,2016-03-05,1
30,144,2016-03-05,2
30,246,2016-03-05,1
30,304,2016-03-05,1
30,310,2016-03-05,1
30,95,2016-03-05,8
30,56,2016-03-05,1
30,255,2016-03-05,1
30,283,2016-03-05,1
30,218,2016-03-05,1
30,105,2016-03-05,1
30,2,2016-03-05,1
30,73,2016-03-05,2
30,183,2016-03-05,2
30,167,2016-03-05,2
45,26,2016-03-05,1
45,252,2016-03-05,1
45,4,2016-03-05,1
45,21,2016-03-05,2
45,152,2016-03-05,2
45,251,2016-03-05,2
45,194,2016-03-05,1
45,212,2016-03-05,6
45,24,2016-03-05,1
45,156,2016-03-05,1
45,250,2016-03-05,1
45,121,2016-03-05,1
45,134,2016-03-05,1
45,262,2016-03-05,1
45,20,2016-03-05,1
45,155,2016-03-05,1
45,2,2016-03-05,1
45,39,2016-03-05,1
60,26,2016-03-05,1
60,85,2016-03-05,1
60,15,2016-03-05,1
60,72,2016-03-05,2
60,49,2016-03-05,1
60,174,2016-03-05,1
60,300,2016-03-05,1
60,210,2016-03-05,1
60,262,2016-03-05,1
75,13,2016-03-05,2
75,294,2016-03-05,1
75,267,2016-03-05,1
75,298,2016-03-05,-1
75,234,2016-03-05,3
75,2,2016-03-05,1
75,302,2016-03-05,1
75,1,2016-03-05,1
75,181,2016-03-05,1
75,164,2016-03-05,1
90,252,2016-03-05,1
90,244,2016-03-05,1
90,113,2016-03-05,1
90,261,2016-03-05,1
90,143,2016-03-05,1
90,18,2016-03-05,0
90,227,2016-03-05,1
90,262,2016-03-05,1
90,155,2016-03-05,1
90,84,2016-03-05,1
30,2,2016-03-05,1
15,103,2016-03-06,2
15,112,2016-03-06,1
15,29,2016-03-06,2
15,227,2016-03-06,1
15,120,2016-03-06,1
15,2,2016-03-06,1
30,51,2016-03-06,1
30,244,2016-03-06,3
30,249,2016-03-06,1
30,151,2016-03-06,1
30,21,2016-03-06,1
30,287,2016-03-06,1
30,143,2016-03-06,1
30,166,2016-03-06,2
30,24,2016-03-06,1
30,104,2016-03-06,1
30,221,2016-03-06,1
30,279,2016-03-06,1
30,255,2016-03-06,-1
30,201,2016-03-06,1
30,283,2016-03-06,1
30,134,2016-03-06,1
30,70,2016-03-06,1
30,123,2016-03-06,1
30,272,2016-03-06,1
30,234,2016-03-06,1
30,155,2016-03-06,3
30,228,2016-03-06,1
30,92,2016-03-06,1
30,2,2016-03-06,1
30,96,2016-03-06,1
45,4,2016-03-06,5
45,45,2016-03-06,1
45,42,2016-03-06,1
45,198,2016-03-06,1
45,21,2016-03-06,2
45,246,2016-03-06,1
45,29,2016-03-06,8
45,173,2016-03-06,1
45,104,2016-03-06,1
45,306,2016-03-06,1
45,210,2016-03-06,1
45,262,2016-03-06,1
45,2,2016-03-06,1
45,167,2016-03-06,5
60,77,2016-03-06,1
60,72,2016-03-06,1
60,200,2016-03-06,1
60,251,2016-03-06,1
60,41,2016-03-06,1
60,65,2016-03-06,1
60,37,2016-03-06,1
60,70,2016-03-06,1
60,20,2016-03-06,1
60,2,2016-03-06,4
60,189,2016-03-06,1
60,39,2016-03-06,1
75,211,2016-03-06,1
75,103,2016-03-06,1
75,29,2016-03-06,2
75,97,2016-03-06,1
75,303,2016-03-06,1
75,62,2016-03-06,-1
75,80,2016-03-06,1
75,210,2016-03-06,1
75,320,2016-03-06,1
75,136,2016-03-06,1
75,234,2016-03-06,2
75,20,2016-03-06,1
75,111,2016-03-06,1
75,183,2016-03-06,1
90,176,2016-03-06,1
90,55,2016-03-06,1
90,150,2016-03-06,1
90,265,2016-03-06,1
90,143,2016-03-06,3
90,18,2016-03-06,1
90,104,2016-03-06,1
90,262,2016-03-06,2
90,79,2016-03-06,1
90,2,2016-03-06,1
90,164,2016-03-06,1
45,21,2016-03-06,2
15,162,2016-03-07,1
15,131,2016-03-07,2
15,198,2016-03-07,1
15,103,2016-03-07,1
15,27,2016-03-07,1
15,29,2016-03-07,2
15,6,2016-03-07,1
15,89,2016-03-07,1
15,102,2016-03-07,1
15,120,2016-03-07,-1
15,75,2016-03-07,1
15,283,2016-03-07,1
15,34,2016-03-07,1
15,121,2016-03-07,5
15,12,2016-03-07,1
15,2,2016-03-07,1
30,319,2016-03-07,1
30,252,2016-03-07,1
30,4,2016-03-07,1
30,249,2016-03-07,1
30,317,2016-03-07,1
30,144,2016-03-07,1
30,42,2016-03-07,1
30,66,2016-03-07,1
30,305,2016-03-07,1
30,199,2016-03-07,1
30,17,2016-03-07,1
30,265,2016-03-07,1
30,304,2016-03-07,2
30,294,2016-03-07,1
30,69,2016-03-07,1
30,62,2016-03-07,1
30,91,2016-03-07,1
30,194,2016-03-07,3
30,256,2016-03-07,1
30,104,2016-03-07,1
30,163,2016-03-07,1
30,56,2016-03-07,1
30,320,2016-03-07,1
30,34,2016-03-07,1
30,121,2016-03-07,-2
30,134,2016-03-07,1
30,234,2016-03-07,2
30,182,2016-03-07,6
30,302,2016-03-07,2
30,125,2016-03-07,1
30,183,2016-03-07,10
45,46,2016-03-07,1
45,85,2016-03-07,1
45,4,2016-03-07,3
45,45,2016-03-07,1
45,133,2016-03-07,1
45,21,2016-03-07,1
45,211,2016-03-07,1
45,124,2016-03-07,1
45,29,2016-03-07,4
45,173,2016-03-07,1
45,18,2016-03-07,1
45,194,2016-03-07,2
45,235,2016-03-07,2
45,123,2016-03-07,-1
45,234,2016-03-07,1
45,25,2016-03-07,1
45,2,2016-03-07,5
60,4,2016-03-07,4
60,21,2016-03-07,1
60,49,2016-03-07,1
60,64,2016-03-07,1
60,56,2016-03-07,1
60,175,2016-03-07,1
60,86,2016-03-07,1
60,210,2016-03-07,1
60,222,2016-03-07,2
60,268,2016-03-07,1
60,123,2016-03-07,1
60,196,2016-03-07,1
60,2,2016-03-07,2
60,63,2016-03-07,1
75,299,2016-03-07,1
75,317,2016-03-07,1
75,66,2016-03-07,2
75,55,2016-03-07,1
75,21,2016-03-07,4
75,61,2016-03-07,1
75,72,2016-03-07,1
75,29,2016-03-07,1
75,6,2016-03-07,1
75,97,2016-03-07,-1
75,80,2016-03-07,-1
75,279,2016-03-07,1
75,119,2016-03-07,1
75,70,2016-03-07,1
75,204,2016-03-07,1
75,79,2016-03-07,1
75,234,2016-03-07,2
75,73,2016-03-07,1
75,154,2016-03-07,2
75,284,2016-03-07,1
90,162,2016-03-07,1
90,319,2016-03-07,1
90,4,2016-03-07,2
90,77,2016-03-07,1
90,21,2016-03-07,2
90,49,2016-03-07,1
90,294,2016-03-07,1
90,172,2016-03-07,1
90,277,2016-03-07,1
90,98,2016-03-07,1
90,120,2016-03-07,1
90,95,2016-03-07,1
90,104,2016-03-07,-1
90,57,2016-03-07,1
90,7,2016-03-07,1
90,10,2016-03-07,1
90,280,2016-03-07,1
30,294,2016-03-07,1
15,101,2016-03-08,1
15,43,2016-03-08,1
15,244,2016-03-08,2
15,45,2016-03-08,2
15,317,2016-03-08,1
15,55,2016-03-08,1
15,199,2016-03-08,1
15,29,2016-03-08,2
15,217,2016-03-08,2
15,104,2016-03-08,-1
15,56,2016-03-08,1
15,115,2016-03-08,1
15,235,2016-03-08,2
15,280,2016-03-08,1
15,228,2016-03-08,2
15,12,2016-03-08,2
15,2,2016-03-08,1
15,311,2016-03-08,1
30,307,2016-03-08,1
30,43,2016-03-08,1
30,4,2016-03-08,3
30,77,2016-03-08,1
30,274,2016-03-08,1
30,144,2016-03-08,1
30,233,2016-03-08,1
30,66,2016-03-08,2
30,21,2016-03-08,5
30,259,2016-03-08,1
30,194,2016-03-08,1
30,147,2016-03-08,1
30,24,2016-03-08,1
30,165,2016-03-08,1
30,104,2016-03-08,1
30,57,2016-03-08,1
30,7,2016-03-08,1
30,56,2016-03-08,1
30,255,2016-03-08,1
30,132,2016-03-08,1
30,315,2016-03-08,2
30,267,2016-03-08,1
30,214,2016-03-08,1
30,123,2016-03-08,3
30,234,2016-03-08,1
30,228,2016-03-08,2
30,182,2016-03-08,1
30,74,2016-03-08,1
30,2,2016-03-08,6
30,302,2016-03-08,1
30,316,2016-03-08,1
30,254,2016-03-08,1
30,263,2016-03-08,1
45,4,2016-03-08,4
45,66,2016-03-08,1
45,112,2016-03-08,2
45,107,2016-03-08,1
45,29,2016-03-08,4
45,258,2016-03-08,1
45,97,2016-03-08,1
45,13,2016-03-08,1
45,194,2016-03-08,1
45,24,2016-03-08,3
45,165,2016-03-08,2
45,221,2016-03-08,1
45,250,2016-03-08,1
45,132,2016-03-08,1
45,201,2016-03-08,1
45,11,2016-03-08,1
45,283,2016-03-08,1
45,298,2016-03-08,1
45,70,2016-03-08,1
45,123,2016-03-08,-1
45,234,2016-03-08,1
45,2,2016-03-08,2
45,302,2016-03-08,2
45,84,2016-03-08,1
60,148,2016-03-08,1
60,244,2016-03-08,1
60,4,2016-03-08,1
60,19,2016-03-08,1
60,15,2016-03-08,1
60,144,2016-03-08,1
60,42,2016-03-08,1
60,66,2016-03-08,4
60,55,2016-03-08,1
60,29,2016-03-08,2
60,71,2016-03-08,1
60,52,2016-03-08,1
60,173,2016-03-08,1
60,65,2016-03-08,1
60,62,2016-03-08,1
60,194,2016-03-08,1
60,212,2016-03-08,4
60,120,2016-03-08,1
60,95,2016-03-08,1
60,163,2016-03-08,1
60,215,2016-03-08,1
60,280,2016-03-08,1
60,88,2016-03-08,1
60,322,2016-03-08,1
60,123,2016-03-08,1
60,234,2016-03-08,4
60,20,2016-03-08,1
60,12,2016-03-08,1
60,311,2016-03-08,1
75,252,2016-03-08,1
75,15,2016-03-08,1
75,66,2016-03-08,1
75,245,2016-03-08,1
75,29,2016-03-08,4
75,304,2016-03-08,2
75,65,2016-03-08,1
75,194,2016-03-08,3
75,120,2016-03-08,1
75,24,2016-03-08,1
75,95,2016-03-08,1
75,163,2016-03-08,1
75,115,2016-03-08,1
75,250,2016-03-08,1
75,215,2016-03-08,2
75,136,2016-03-08,1
75,197,2016-03-08,1
75,298,2016-03-08,1
75,214,2016-03-08,1
75,20,2016-03-08,2
75,228,2016-03-08,2
75,182,2016-03-08,1
75,109,2016-03-08,1
75,190,2016-03-08,1
75,2,2016-03-08,5
75,302,2016-03-08,1
75,1,2016-03-08,1
75,293,2016-03-08,1
75,53,2016-03-08,1
75,39,2016-03-08,1
90,319,2016-03-08,1
90,87,2016-03-08,1
90,4,2016-03-08,14
90,45,2016-03-08,1
90,19,2016-03-08,1
90,66,2016-03-08,1
90,113,2016-03-08,1
90,246,2016-03-08,1
90,259,2016-03-08,2
90,124,2016-03-08,1
90,6,2016-03-08,1
90,13,2016-03-08,1
90,217,2016-03-08,1
90,102,2016-03-08,1
90,194,2016-03-08,1
90,227,2016-03-08,1
90,95,2016-03-08,1
90,23,2016-03-08,1
90,119,2016-03-08,1
90,118,2016-03-08,1
90,280,2016-03-08,1
90,74,2016-03-08,1
90,177,2016-03-08,1
90,35,2016-03-08,1
90,39,2016-03-08,1
15,232,2016-03-09,1
15,4,2016-03-09,1
15,192,2016-03-09,2
15,21,2016-03-09,1
15,259,2016-03-09,1
15,103,2016-03-09,1
15,29,2016-03-09,1
15,193,2016-03-09,2
15,89,2016-03-09,1
15,173,2016-03-09,1
15,18,2016-03-09,1
15,95,2016-03-09,1
15,163,2016-03-09,2
15,115,2016-03-09,1
15,255,2016-03-09,1
15,235,2016-03-09,1
15,155,2016-03-09,1
30,252,2016-03-09,1
30,288,2016-03-09,1
30,66,2016-03-09,1
30,55,2016-03-09,1
30,89,2016-03-09,1
30,64,2016-03-09,2
30,120,2016-03-09,1
30,95,2016-03-09,1
30,104,2016-03-09,-1
30,83,2016-03-09,1
30,132,2016-03-09,2
30,267,2016-03-09,1
30,117,2016-03-09,1
30,262,2016-03-09,1
30,2,2016-03-09,3
30,189,2016-03-09,1
30,39,2016-03-09,2
45,4,2016-03-09,3
45,45,2016-03-09,1
45,15,2016-03-09,1
45,144,2016-03-09,1
45,233,2016-03-09,1
45,29,2016-03-09,4
45,261,2016-03-09,1
45,251,2016-03-09,1
45,65,2016-03-09,1
45,194,2016-03-09,1
45,24,2016-03-09,1
45,163,2016-03-09,3
45,255,2016-03-09,1
