,store_id,product_id,date,unit
157,75,106,2016-02-29,2
158,75,136,2016-02-29,1
159,75,123,2016-02-29,1
160,75,122,2016-02-29,1
161,75,39,2016-02-29,1
162,90,4,2016-02-29,1
163,90,45,2016-02-29,1
164,90,17,2016-02-29,2
166,90,18,2016-02-29,1
167,90,64,2016-02-29,1
168,90,174,2016-02-29,1
169,90,95,2016-02-29,1
170,90,7,2016-02-29,1
171,90,236,2016-02-29,1
172,90,175,2016-02-29,1
173,90,280,2016-02-29,1
174,90,34,2016-02-29,1
175,90,123,2016-02-29,1
176,90,2,2016-02-29,2
177,15,4,2016-03-01,1
178,15,45,2016-03-01,1
179,15,15,2016-03-01,1
180,15,21,2016-03-01,2
181,15,29,2016-03-01,1
182,15,49,2016-03-01,2
183,15,217,2016-03-01,1
184,15,56,2016-03-01,1
185,15,279,2016-03-01,2
186,15,250,2016-03-01,1
187,15,86,2016-03-01,1
188,15,132,2016-03-01,1
189,15,121,2016-03-01,1
190,15,214,2016-03-01,2
191,15,70,2016-03-01,1
192,15,155,2016-03-01,2
193,15,2,2016-03-01,1
194,15,108,2016-03-01,1
195,15,284,2016-03-01,2
196,15,186,2016-03-01,1
197,30,176,2016-03-01,1
198,30,4,2016-03-01,5
199,30,15,2016-03-01,1
200,30,317,2016-03-01,1
201,30,198,2016-03-01,1
202,30,305,2016-03-01,1
203,30,113,2016-03-01,3
204,30,50,2016-03-01,1
205,30,211,2016-03-01,2
206,30,199,2016-03-01,1
208,30,194,2016-03-01,2
209,30,174,2016-03-01,2
210,30,24,2016-03-01,1
211,30,80,2016-03-01,1
212,30,279,2016-03-01,2
213,30,255,2016-03-01,1
214,30,214,2016-03-01,1
215,30,268,2016-03-01,1
216,30,123,2016-03-01,2
217,30,79,2016-03-01,1
218,30,272,2016-03-01,1
219,30,234,2016-03-01,1
220,30,20,2016-03-01,1
221,30,109,2016-03-01,1
222,30,301,2016-03-01,1
223,30,2,2016-03-01,9
224,30,63,2016-03-01,1
225,30,181,2016-03-01,1
226,30,168,2016-03-01,1
227,30,183,2016-03-01,1
228,30,191,2016-03-01,1
229,30,35,2016-03-01,1
230,45,148,2016-03-01,3
231,45,87,2016-03-01,1
232,45,45,2016-03-01,2
233,45,246,2016-03-01,1
234,45,29,2016-03-01,7
235,45,41,2016-03-01,2
236,45,91,2016-03-01,1
237,45,37,2016-03-01,1
238,45,24,2016-03-01,2
239,45,104,2016-03-01,1
240,45,56,2016-03-01,2
241,45,279,2016-03-01,1
242,45,132,2016-03-01,1
243,45,235,2016-03-01,1
244,45,283,2016-03-01,1
245,45,123,2016-03-01,3
246,45,54,2016-03-01,1
247,45,234,2016-03-01,1
248,45,155,2016-03-01,1
249,45,109,2016-03-01,1
250,45,2,2016-03-01,5
251,45,241,2016-03-01,1
252,45,145,2016-03-01,1
253,60,26,2016-03-01,1
254,60,319,2016-03-01,1
255,60,4,2016-03-01,1
256,60,19,2016-03-01,1
257,60,55,2016-03-01,1
258,60,72,2016-03-01,2
259,60,150,2016-03-01,1
260,60,71,2016-03-01,1
261,60,17,2016-03-01,1
262,60,194,2016-03-01,1
263,60,104,2016-03-01,1
264,60,75,2016-03-01,1
265,60,116,2016-03-01,1
266,60,5,2016-03-01,1
267,60,243,2016-03-01,1
268,60,267,2016-03-01,1
269,60,70,2016-03-01,1
270,60,262,2016-03-01,2
271,60,234,2016-03-01,2
272,60,2,2016-03-01,2
273,60,181,2016-03-01,1
274,60,164,2016-03-01,1
275,60,284,2016-03-01,1
276,60,35,2016-03-01,1
277,75,252,2016-03-01,1
278,75,4,2016-03-01,1
279,75,299,2016-03-01,1
280,75,66,2016-03-01,1
281,75,29,2016-03-01,4
282,75,71,2016-03-01,1
283,75,49,2016-03-01,1
284,75,194,2016-03-01,2
285,75,120,2016-03-01,1
286,75,24,2016-03-01,2
287,75,104,2016-03-01,1
288,75,163,2016-03-01,1
289,75,115,2016-03-01,1
290,75,175,2016-03-01,1
291,75,99,2016-03-01,-1
292,75,222,2016-03-01,1
293,75,70,2016-03-01,1
294,75,123,2016-03-01,1
295,75,262,2016-03-01,2
296,75,234,2016-03-01,2
297,75,226,2016-03-01,1
298,75,20,2016-03-01,1
299,75,228,2016-03-01,1
300,75,2,2016-03-01,2
301,75,316,2016-03-01,1
302,75,183,2016-03-01,1
304,90,43,2016-03-01,1
305,90,4,2016-03-01,3
306,90,198,2016-03-01,1
307,90,287,2016-03-01,1
308,90,112,2016-03-01,1
309,90,97,2016-03-01,1
311,90,18,2016-03-01,1
312,90,277,2016-03-01,1
313,90,24,2016-03-01,1
314,90,165,2016-03-01,1
315,90,279,2016-03-01,1
316,90,175,2016-03-01,1
317,90,86,2016-03-01,1
318,90,136,2016-03-01,1
319,90,272,2016-03-01,1
320,90,155,2016-03-01,1
321,90,2,2016-03-01,2
322,90,164,2016-03-01,1
323,90,177,2016-03-01,1
325,15,275,2016-03-02,1
326,15,29,2016-03-02,1
327,15,261,2016-03-02,1
328,15,173,2016-03-02,1
329,15,62,2016-03-02,1
330,15,165,2016-03-02,1
331,15,95,2016-03-02,2
332,15,279,2016-03-02,1
333,15,123,2016-03-02,2
334,15,155,2016-03-02,1
335,15,2,2016-03-02,1
336,15,1,2016-03-02,1
337,15,53,2016-03-02,1
339,30,4,2016-03-02,1
340,30,231,2016-03-02,1
341,30,66,2016-03-02,2
342,30,198,2016-03-02,1
343,30,21,2016-03-02,4
344,30,103,2016-03-02,1
345,30,194,2016-03-02,1
346,30,256,2016-03-02,1
347,30,104,2016-03-02,1
348,30,57,2016-03-02,1
349,30,163,2016-03-02,3
350,30,279,2016-03-02,1
351,30,214,2016-03-02,1
352,30,234,2016-03-02,1
353,30,228,2016-03-02,1
354,30,92,2016-03-02,1
355,30,177,2016-03-02,1
356,30,284,2016-03-02,2
357,45,4,2016-03-02,0
358,45,66,2016-03-02,1
359,45,198,2016-03-02,1
360,45,246,2016-03-02,1
361,45,211,2016-03-02,1
362,45,29,2016-03-02,2
363,45,60,2016-03-02,1
364,45,120,2016-03-02,1
365,45,24,2016-03-02,1
366,45,7,2016-03-02,1
367,45,56,2016-03-02,2
368,45,86,2016-03-02,1
369,45,141,2016-03-02,1
370,45,315,2016-03-02,1
371,45,267,2016-03-02,1
372,45,123,2016-03-02,2
373,45,262,2016-03-02,2
374,45,272,2016-03-02,1
375,45,2,2016-03-02,3
376,45,1,2016-03-02,1
377,45,39,2016-03-02,2
378,60,4,2016-03-02,1
379,60,275,2016-03-02,1
380,60,71,2016-03-02,1
381,60,143,2016-03-02,1
382,60,90,2016-03-02,1
383,60,18,2016-03-02,1
384,60,180,2016-03-02,1
385,60,120,2016-03-02,2
386,60,235,2016-03-02,1
387,60,82,2016-03-02,1
388,60,79,2016-03-02,1
389,60,2,2016-03-02,5
390,60,35,2016-03-02,1
391,75,29,2016-03-02,2
392,75,194,2016-03-02,1
393,75,120,2016-03-02,1
394,75,24,2016-03-02,1
395,75,104,2016-03-02,-1
396,75,201,2016-03-02,2
397,75,34,2016-03-02,1
398,75,70,2016-03-02,2
399,75,123,2016-03-02,2
400,75,262,2016-03-02,2
401,75,105,2016-03-02,1
402,75,234,2016-03-02,1
403,75,20,2016-03-02,1
404,75,111,2016-03-02,1
405,75,301,2016-03-02,1
406,75,2,2016-03-02,4
407,75,241,2016-03-02,2
409,75,284,2016-03-02,1
410,75,145,2016-03-02,1
411,75,39,2016-03-02,1
412,90,4,2016-03-02,2
413,90,103,2016-03-02,1
414,90,112,2016-03-02,-1
415,90,265,2016-03-02,1
416,90,95,2016-03-02,1
417,90,163,2016-03-02,1
418,90,132,2016-03-02,1
419,90,34,2016-03-02,1
420,90,268,2016-03-02,1
421,90,226,2016-03-02,1
422,90,2,2016-03-02,3
423,90,63,2016-03-02,1
424,90,154,2016-03-02,1
425,90,241,2016-03-02,1
428,15,77,2016-03-03,1
429,15,42,2016-03-03,1
430,15,102,2016-03-03,1
431,15,256,2016-03-03,1
432,15,56,2016-03-03,1
433,15,86,2016-03-03,2
434,15,11,2016-03-03,1
435,15,248,2016-03-03,1
436,15,121,2016-03-03,36
437,15,183,2016-03-03,1
438,15,284,2016-03-03,1
439,30,26,2016-03-03,1
440,30,4,2016-03-03,1
441,30,45,2016-03-03,1
442,30,192,2016-03-03,1
443,30,299,2016-03-03,1
444,30,113,2016-03-03,3
445,30,27,2016-03-03,2
446,30,139,2016-03-03,1
447,30,60,2016-03-03,1
448,30,104,2016-03-03,0
449,30,279,2016-03-03,1
450,30,320,2016-03-03,1
451,30,132,2016-03-03,1
452,30,117,2016-03-03,1
453,30,2,2016-03-03,2
454,30,302,2016-03-03,1
455,45,276,2016-03-03,-1
456,45,19,2016-03-03,1
457,45,15,2016-03-03,1
458,45,66,2016-03-03,2
459,45,29,2016-03-03,1
460,45,261,2016-03-03,1
461,45,147,2016-03-03,-1
462,45,132,2016-03-03,1
463,45,70,2016-03-03,1
464,45,272,2016-03-03,0
465,45,12,2016-03-03,1
466,45,109,2016-03-03,1
467,45,2,2016-03-03,1
468,45,1,2016-03-03,1
469,45,177,2016-03-03,1
470,60,87,2016-03-03,1
471,60,4,2016-03-03,2
472,60,231,2016-03-03,1
473,60,41,2016-03-03,1
474,60,143,2016-03-03,1
475,60,65,2016-03-03,1
476,60,62,2016-03-03,1
477,60,24,2016-03-03,1
478,60,208,2016-03-03,1
479,60,118,2016-03-03,1
480,60,82,2016-03-03,1
481,60,267,2016-03-03,0
482,60,262,2016-03-03,1
483,60,234,2016-03-03,3
484,60,154,2016-03-03,1
485,75,21,2016-03-03,4
486,75,103,2016-03-03,1
487,75,173,2016-03-03,1
488,75,62,2016-03-03,1
489,75,194,2016-03-03,1
490,75,227,2016-03-03,1
491,75,163,2016-03-03,1
492,75,99,2016-03-03,1
493,75,215,2016-03-03,2
494,75,298,2016-03-03,2
495,75,123,2016-03-03,1
496,75,262,2016-03-03,2
497,75,234,2016-03-03,1
498,75,153,2016-03-03,1
499,75,302,2016-03-03,1
500,75,1,2016-03-03,1
501,75,183,2016-03-03,1
502,90,46,2016-03-03,1
503,90,4,2016-03-03,2
504,90,66,2016-03-03,1
505,90,234,2016-03-03,1
506,90,183,2016-03-03,2
507,15,55,2016-03-04,1
508,15,103,2016-03-04,1
509,15,76,2016-03-04,6
510,15,261,2016-03-04,1
511,15,217,2016-03-04,1
512,15,173,2016-03-04,1
513,15,62,2016-03-04,1
514,15,212,2016-03-04,6
515,15,106,2016-03-04,1
516,15,226,2016-03-04,1
517,15,20,2016-03-04,1
518,30,297,2016-03-04,-3
519,30,162,2016-03-04,2
520,30,288,2016-03-04,1
521,30,42,2016-03-04,1
522,30,48,2016-03-04,1
523,30,246,2016-03-04,3
524,30,72,2016-03-04,1
525,30,310,2016-03-04,1
526,30,194,2016-03-04,1
527,30,24,2016-03-04,1
528,30,10,2016-03-04,1
529,30,106,2016-03-04,1
530,30,267,2016-03-04,1
531,30,117,2016-03-04,4
532,30,20,2016-03-04,1
533,30,12,2016-03-04,2
534,30,182,2016-03-04,1
535,30,111,2016-03-04,3
536,30,2,2016-03-04,1
537,30,39,2016-03-04,1
538,45,26,2016-03-04,1
539,45,4,2016-03-04,1
540,45,231,2016-03-04,1
541,45,195,2016-03-04,1
542,45,62,2016-03-04,-1
543,45,172,2016-03-04,1
544,45,227,2016-03-04,2
545,45,24,2016-03-04,1
546,45,56,2016-03-04,1
547,45,161,2016-03-04,1
548,45,178,2016-03-04,1
549,45,34,2016-03-04,1
550,45,222,2016-03-04,1
554,60,143,2016-03-04,1
555,60,65,2016-03-04,2
556,60,194,2016-03-04,1
557,60,320,2016-03-04,1
558,60,161,2016-03-04,1
559,60,242,2016-03-04,1
560,60,321,2016-03-04,1
561,60,234,2016-03-04,1
562,60,12,2016-03-04,1
563,60,94,2016-03-04,1
564,60,183,2016-03-04,1
565,75,276,2016-03-04,1
566,75,55,2016-03-04,1
567,75,211,2016-03-04,1
568,75,49,2016-03-04,1
569,75,310,2016-03-04,1
570,75,194,2016-03-04,1
571,75,24,2016-03-04,1
572,75,208,2016-03-04,1
573,75,163,2016-03-04,1
574,75,320,2016-03-04,1
575,75,215,2016-03-04,2
576,75,225,2016-03-04,1
577,75,88,2016-03-04,-1
578,75,70,2016-03-04,1
579,75,123,2016-03-04,1
580,75,226,2016-03-04,1
581,75,182,2016-03-04,1
582,75,2,2016-03-04,1
583,75,189,2016-03-04,1
584,75,164,2016-03-04,1
585,90,4,2016-03-04,1
586,90,89,2016-03-04,1
587,90,18,2016-03-04,1
588,90,106,2016-03-04,1
589,90,88,2016-03-04,0
590,90,262,2016-03-04,1
593,15,192,2016-03-05,1
594,15,50,2016-03-05,1
595,15,166,2016-03-05,1
596,15,271,2016-03-05,1
597,15,210,2016-03-05,-1
598,15,5,2016-03-05,1
599,15,248,2016-03-05,-1
600,15,283,2016-03-05,1
602,30,232,2016-03-05,1
603,30,252,2016-03-05,1
604,30,45,2016-03-05,1
605,30,276,2016-03-05,1
606,30,144,2016-03-05,2
607,30,246,2016-03-05,1
609,30,310,2016-03-05,1
610,30,95,2016-03-05,8
611,30,56,2016-03-05,1
612,30,255,2016-03-05,1
613,30,283,2016-03-05,1
614,30,218,2016-03-05,1
615,30,105,2016-03-05,1
616,30,2,2016-03-05,1
617,30,73,2016-03-05,2
618,30,183,2016-03-05,2
620,45,26,2016-03-05,1
621,45,252,2016-03-05,1
622,45,4,2016-03-05,1
623,45,21,2016-03-05,2
624,45,152,2016-03-05,2
625,45,251,2016-03-05,2
626,45,194,2016-03-05,1
627,45,212,2016-03-05,6
628,45,24,2016-03-05,1
629,45,156,2016-03-05,1
630,45,250,2016-03-05,1
631,45,121,2016-03-05,1
632,45,134,2016-03-05,1
633,45,262,2016-03-05,1
634,45,20,2016-03-05,1
635,45,155,2016-03-05,1
636,45,2,2016-03-05,1
637,45,39,2016-03-05,1
638,60,26,2016-03-05,1
639,60,85,2016-03-05,1
640,60,15,2016-03-05,1
641,60,72,2016-03-05,2
642,60,49,2016-03-05,1
643,60,174,2016-03-05,1
644,60,300,2016-03-05,1
645,60,210,2016-03-05,1
646,60,262,2016-03-05,1
647,75,13,2016-03-05,2
649,75,267,2016-03-05,1
650,75,298,2016-03-05,-1
651,75,234,2016-03-05,3
652,75,2,2016-03-05,1
653,75,302,2016-03-05,1
654,75,1,2016-03-05,1
655,75,181,2016-03-05,1
656,75,164,2016-03-05,1
657,90,252,2016-03-05,1
658,90,244,2016-03-05,1
659,90,113,2016-03-05,1
660,90,261,2016-03-05,1
661,90,143,2016-03-05,1
662,90,18,2016-03-05,0
663,90,227,2016-03-05,1
664,90,262,2016-03-05,1
665,90,155,2016-03-05,1
666,90,84,2016-03-05,1
668,15,103,2016-03-06,2
669,15,112,2016-03-06,1
670,15,29,2016-03-06,2
671,15,227,2016-03-06,1
672,15,120,2016-03-06,1
673,15,2,2016-03-06,1
674,30,51,2016-03-06,1
675,30,244,2016-03-06,3
676,30,249,2016-03-06,1
677,30,151,2016-03-06,1
678,30,21,2016-03-06,1
679,30,287,2016-03-06,1
680,30,143,2016-03-06,1
681,30,166,2016-03-06,2
682,30,24,2016-03-06,1
683,30,104,2016-03-06,1
684,30,221,2016-03-06,1
685,30,279,2016-03-06,1
686,30,255,2016-03-06,-1
687,30,201,2016-03-06,1
688,30,283,2016-03-06,1
689,30,134,2016-03-06,1
690,30,70,2016-03-06,1
691,30,123,2016-03-06,1
692,30,272,2016-03-06,1
693,30,234,2016-03-06,1
694,30,155,2016-03-06,3
695,30,228,2016-03-06,1
696,30,92,2016-03-06,1
697,30,2,2016-03-06,1
698,30,96,2016-03-06,1
699,45,4,2016-03-06,5
700,45,45,2016-03-06,1
701,45,42,2016-03-06,1
702,45,198,2016-03-06,1
703,45,21,2016-03-06,2
704,45,246,2016-03-06,1
705,45,29,2016-03-06,8
706,45,173,2016-03-06,1
707,45,104,2016-03-06,1
708,45,306,2016-03-06,1
709,45,210,2016-03-06,1
710,45,262,2016-03-06,1
711,45,2,2016-03-06,1
713,60,77,2016-03-06,1
714,60,72,2016-03-06,1
715,60,200,2016-03-06,1
716,60,251,2016-03-06,1
717,60,41,2016-03-06,1
718,60,65,2016-03-06,1
719,60,37,2016-03-06,1
720,60,70,2016-03-06,1
721,60,20,2016-03-06,1
722,60,2,2016-03-06,4
723,60,189,2016-03-06,1
724,60,39,2016-03-06,1
725,75,211,2016-03-06,1
726,75,103,2016-03-06,1
727,75,29,2016-03-06,2
728,75,97,2016-03-06,1
729,75,303,2016-03-06,1
730,75,62,2016-03-06,-1
731,75,80,2016-03-06,1
732,75,210,2016-03-06,1
733,75,320,2016-03-06,1
734,75,136,2016-03-06,1
735,75,234,2016-03-06,2
736,75,20,2016-03-06,1
737,75,111,2016-03-06,1
738,75,183,2016-03-06,1
739,90,176,2016-03-06,1
740,90,55,2016-03-06,1
741,90,150,2016-03-06,1
742,90,265,2016-03-06,1
743,90,143,2016-03-06,3
744,90,18,2016-03-06,1
745,90,104,2016-03-06,1
746,90,262,2016-03-06,2
747,90,79,2016-03-06,1
748,90,2,2016-03-06,1
749,90,164,2016-03-06,1
751,15,162,2016-03-07,1
752,15,131,2016-03-07,2
753,15,198,2016-03-07,1
754,15,103,2016-03-07,1
755,15,27,2016-03-07,1
756,15,29,2016-03-07,2
757,15,6,2016-03-07,1
758,15,89,2016-03-07,1
759,15,102,2016-03-07,1
760,15,120,2016-03-07,-1
761,15,75,2016-03-07,1
762,15,283,2016-03-07,1
763,15,34,2016-03-07,1
764,15,121,2016-03-07,5
765,15,12,2016-03-07,1
766,15,2,2016-03-07,1
767,30,319,2016-03-07,1
768,30,252,2016-03-07,1
769,30,4,2016-03-07,1
770,30,249,2016-03-07,1
771,30,317,2016-03-07,1
772,30,144,2016-03-07,1
773,30,42,2016-03-07,1
774,30,66,2016-03-07,1
775,30,305,2016-03-07,1
776,30,199,2016-03-07,1
777,30,17,2016-03-07,1
778,30,265,2016-03-07,1
781,30,69,2016-03-07,1
782,30,62,2016-03-07,1
783,30,91,2016-03-07,1
784,30,194,2016-03-07,3
785,30,256,2016-03-07,1
786,30,104,2016-03-07,1
787,30,163,2016-03-07,1
788,30,56,2016-03-07,1
789,30,320,2016-03-07,1
790,30,34,2016-03-07,1
791,30,121,2016-03-07,-2
792,30,134,2016-03-07,1
793,30,234,2016-03-07,2
794,30,182,2016-03-07,6
795,30,302,2016-03-07,2
796,30,125,2016-03-07,1
797,30,183,2016-03-07,10
798,45,46,2016-03-07,1
799,45,85,2016-03-07,1
800,45,4,2016-03-07,3
801,45,45,2016-03-07,1
802,45,133,2016-03-07,1
803,45,21,2016-03-07,1
804,45,211,2016-03-07,1
805,45,124,2016-03-07,1
806,45,29,2016-03-07,4
807,45,173,2016-03-07,1
808,45,18,2016-03-07,1
809,45,194,2016-03-07,2
810,45,235,2016-03-07,2
811,45,123,2016-03-07,-1
812,45,234,2016-03-07,1
813,45,25,2016-03-07,1
814,45,2,2016-03-07,5
815,60,4,2016-03-07,4
816,60,21,2016-03-07,1
817,60,49,2016-03-07,1
818,60,64,2016-03-07,1
819,60,56,2016-03-07,1
820,60,175,2016-03-07,1
821,60,86,2016-03-07,1
822,60,210,2016-03-07,1
823,60,222,2016-03-07,2
824,60,268,2016-03-07,1
825,60,123,2016-03-07,1
826,60,196,2016-03-07,1
827,60,2,2016-03-07,2
828,60,63,2016-03-07,1
829,75,299,2016-03-07,1
830,75,317,2016-03-07,1
831,75,66,2016-03-07,2
832,75,55,2016-03-07,1
833,75,21,2016-03-07,4
834,75,61,2016-03-07,1
835,75,72,2016-03-07,1
836,75,29,2016-03-07,1
837,75,6,2016-03-07,1
838,75,97,2016-03-07,-1
839,75,80,2016-03-07,-1
840,75,279,2016-03-07,1
841,75,119,2016-03-07,1
842,75,70,2016-03-07,1
843,75,204,2016-03-07,1
844,75,79,2016-03-07,1
845,75,234,2016-03-07,2
846,75,73,2016-03-07,1
847,75,154,2016-03-07,2
848,75,284,2016-03-07,1
849,90,162,2016-03-07,1
850,90,319,2016-03-07,1
851,90,4,2016-03-07,2
852,90,77,2016-03-07,1
853,90,21,2016-03-07,2
854,90,49,2016-03-07,1
856,90,172,2016-03-07,1
857,90,277,2016-03-07,1
858,90,98,2016-03-07,1
859,90,120,2016-03-07,1
860,90,95,2016-03-07,1
861,90,104,2016-03-07,-1
862,90,57,2016-03-07,1
863,90,7,2016-03-07,1
864,90,10,2016-03-07,1
865,90,280,2016-03-07,1
867,15,101,2016-03-08,1
868,15,43,2016-03-08,1
869,15,244,2016-03-08,2
870,15,45,2016-03-08,2
871,15,317,2016-03-08,1
872,15,55,2016-03-08,1
873,15,199,2016-03-08,1
874,15,29,2016-03-08,2
875,15,217,2016-03-08,2
876,15,104,2016-03-08,-1
877,15,56,2016-03-08,1
878,15,115,2016-03-08,1
879,15,235,2016-03-08,2
880,15,280,2016-03-08,1
881,15,228,2016-03-08,2
882,15,12,2016-03-08,2
883,15,2,2016-03-08,1
885,30,307,2016-03-08,1
886,30,43,2016-03-08,1
887,30,4,2016-03-08,3
888,30,77,2016-03-08,1
889,30,274,2016-03-08,1
890,30,144,2016-03-08,1
891,30,233,2016-03-08,1
892,30,66,2016-03-08,2
893,30,21,2016-03-08,5
894,30,259,2016-03-08,1
895,30,194,2016-03-08,1
896,30,147,2016-03-08,1
897,30,24,2016-03-08,1
898,30,165,2016-03-08,1
899,30,104,2016-03-08,1
900,30,57,2016-03-08,1
901,30,7,2016-03-08,1
902,30,56,2016-03-08,1
903,30,255,2016-03-08,1
904,30,132,2016-03-08,1
905,30,315,2016-03-08,2
906,30,267,2016-03-08,1
907,30,214,2016-03-08,1
908,30,123,2016-03-08,3
909,30,234,2016-03-08,1
910,30,228,2016-03-08,2
911,30,182,2016-03-08,1
912,30,74,2016-03-08,1
913,30,2,2016-03-08,6
914,30,302,2016-03-08,1
915,30,316,2016-03-08,1
918,45,4,2016-03-08,4
919,45,66,2016-03-08,1
920,45,112,2016-03-08,2
921,45,107,2016-03-08,1
922,45,29,2016-03-08,4
923,45,258,2016-03-08,1
924,45,97,2016-03-08,1
925,45,13,2016-03-08,1
926,45,194,2016-03-08,1
927,45,24,2016-03-08,3
928,45,165,2016-03-08,2
929,45,221,2016-03-08,1
930,45,250,2016-03-08,1
931,45,132,2016-03-08,1
932,45,201,2016-03-08,1
933,45,11,2016-03-08,1
934,45,283,2016-03-08,1
935,45,298,2016-03-08,1
936,45,70,2016-03-08,1
937,45,123,2016-03-08,-1
938,45,234,2016-03-08,1
939,45,2,2016-03-08,2
940,45,302,2016-03-08,2
941,45,84,2016-03-08,1
942,60,148,2016-03-08,1
943,60,244,2016-03-08,1
944,60,4,2016-03-08,1
945,60,19,2016-03-08,1
946,60,15,2016-03-08,1
947,60,144,2016-03-08,1
948,60,42,2016-03-08,1
949,60,66,2016-03-08,4
950,60,55,2016-03-08,1
951,60,29,2016-03-08,2
952,60,71,2016-03-08,1
953,60,52,2016-03-08,1
954,60,173,2016-03-08,1
955,60,65,2016-03-08,1
956,60,62,2016-03-08,1
957,60,194,2016-03-08,1
958,60,212,2016-03-08,4
959,60,120,2016-03-08,1
960,60,95,2016-03-08,1
961,60,163,2016-03-08,1
